NHR,Fo(Hz),Jitter:DDP,Flo(Hz),Fhi(Hz),Jitter:RAP,Shimmer:APQ11,Jitter(%),Shimmer:APQ5,Jitter:PPQ
0.07545866843708583,163.0233580682803,,100.21169898324662,201.61310322889523,,,,,
